#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 04 01 20 201  1.9  2.9  0.73  6.25  5.02 202 1019.9  14.7  18.8   7.7 99.0 99.00
2009 01 04 01 50 211  1.7  2.6  0.79  6.25  5.02 173 1020.2  14.9  18.8   8.2 99.0 99.00
2009 01 04 02 20 202  2.9  3.7  0.66  6.25  4.83 178 1020.2  15.4  18.8   8.8 99.0 99.00
2009 01 04 02 50 205  2.4  3.5  0.70  5.56  4.82 184 1019.7  15.6  18.8   8.8 99.0 99.00
2009 01 04 03 20 247  3.4  4.5  0.70  5.88  5.02 190 1020.1  15.8  18.9   9.6 99.0 99.00
2009 01 04 03 50 253  2.8  4.0  0.70  6.67  4.83 138 1019.9  15.9  18.9   9.9 99.0 99.00
2009 01 04 04 20 243  4.4  5.3  0.66  5.56  4.82 192 1019.9  15.8  18.9  10.9 99.0 99.00
2009 01 04 04 50 310  4.7  6.0  0.66  5.88  4.91 151 1020.1  15.6  19.0  11.4 99.0 99.00
2009 01 04 05 20 312  5.4  6.3  0.66  5.88  4.96 163 1020.0  14.6  19.0  11.8 99.0 99.00
2009 01 04 05 50 320  5.6  6.7  0.65  5.26  4.52 173 1019.8  14.2  19.0  10.8 99.0 99.00
2009 01 04 06 20 333  5.3  6.9  0.63  5.88  4.17 146 1019.7  13.9  19.0  10.7 99.0 99.00
2009 01 04 06 50 345  5.4  6.5  0.65  5.56  3.72 158 1019.7  13.7  19.0   9.6 99.0 99.00
2009 01 04 07 20 331  4.5  5.4  0.66  6.67  3.74 126 1020.2  13.7  19.0   9.4 99.0 99.00
2009 01 04 07 50 331  5.1  6.1  0.64  6.67  3.97 132 1020.2  13.8  19.0   9.8 99.0 99.00
2009 01 04 08 20 317  5.7  6.7  0.63  6.25  4.05 132 1020.3  13.7  19.0  10.8 99.0 99.00
2009 01 04 08 50 335  5.5  6.6  0.64  5.88  3.98 152 1020.4  13.4  19.0   9.5 99.0 99.00
2009 01 04 09 20 329  4.1  5.0  0.58  6.25  3.99 137 1020.4  13.4  19.0   9.6 99.0 99.00
